getInstallerPackageName,_newselect,mprotect,getPackageInfo,CREATE_FOLDER_____,mkdir,pread64,munmap,statfs64,getActivityInfo,FS_ACCESS(READ)____,getApplicationInfo,rename,access,gettid,queryIntentServices,NETWORK_ACCESS____,stat64,open,lstat64,Class
0,0,1508,7,24,33,94,288,5,0,187,6,8,210,247,0,15,280,447,74,3
0,0,56,1,3,3,24,28,0,0,8,0,2,10,23,0,0,23,27,6,2
0,0,183,2,3,3,18,40,0,0,25,2,0,11,36,0,0,27,59,7,0
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,345,3,6,6,52,64,0,2,17,1,0,27,177,0,8,22,53,10,3
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,648,11,12,13,80,217,3,3,149,4,4,93,519,0,10,181,310,37,4
10,28,831,77,7,7,77,874,7,9,662,24,24,135,909,0,15,186,826,39,4
0,0,31,1,3,3,1,0,0,0,8,0,0,5,23,0,6,19,23,3,3
0,0,263,1,2,2,18,22,0,0,14,0,0,5,30,0,0,17,42,3,2
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,518,3,5,5,19,138,0,1,979,1,1,22,316,0,11,48,1076,13,2
0,0,429,3,5,5,19,136,0,1,782,1,1,22,290,0,11,48,874,13,2
0,0,63,1,0,0,1,6,0,0,10,1,0,8,25,0,0,15,24,3,4
0,0,204,2,3,3,18,40,0,0,25,2,0,11,32,0,0,27,59,7,0
0,0,197,1,2,2,21,40,0,0,15,0,0,20,34,0,0,32,58,31,1
0,0,86,1,3,3,23,34,0,0,14,1,0,8,23,0,0,18,35,4,2
0,160,2958,13,29,49,163,506,10,1,565,21,29,397,343,0,33,331,1133,338,3
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
1,15,413,6,5,5,17860,267,1,0,30,3,13,343,41,0,2,425,427,19,4
0,0,57,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,1387,55,10,29,1569,983,13,0,210,18,5,1729,444,0,32,1826,1441,364,3
0,0,470,3,5,5,19,132,0,1,834,1,1,22,282,0,11,52,928,13,2
0,0,295,3,5,5,7,147,0,1,748,1,2,44,492,0,10,72,859,25,3
3,41,2400,80,12,19,1016,540,7,13,126,73,38,998,262,20,17,1141,1280,88,4
0,0,387,3,6,6,17,114,0,1,870,1,7,39,281,0,11,72,960,20,2
2,70,1386,58,20,29,352,732,109,19,1481,11,74,496,576,0,20,609,1982,61,4
0,0,53,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
0,0,321,4,8,8,25,136,1,1,730,5,2,65,497,0,10,112,877,20,0
0,0,53,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,59,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,2898,11,29,48,551,564,10,0,375,18,27,703,304,0,30,731,1145,144,3
1,32,3247,34,18,22,83,268,4,3,453,14,10,788,132,2,3,1096,657,42,4
0,0,255,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,121,1,3,3,22,32,0,0,15,0,0,8,23,0,0,23,45,4,1
0,0,281,3,5,5,48,215,0,1,733,1,0,27,341,0,11,32,828,10,4
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,3533,19,17,26,1178,553,11,1,347,13,39,1190,357,0,34,1467,1472,144,3
0,0,317,10,8,10,119,161,7,0,17,1,4,69,50,0,0,85,78,42,0
0,0,402,3,5,5,27,123,0,1,504,1,13,56,256,13,10,105,566,24,1
3,24,725,12,14,15,82,121,4,2,76,11,33,229,80,0,5,172,243,46,4
0,0,124,1,2,2,12,22,0,0,15,0,0,5,23,0,0,15,37,3,2
0,0,201,4,5,5,5,61,0,0,15,6,3,58,52,0,0,64,60,16,0
0,0,207,1,3,3,6,25,0,0,10,0,13,14708,58,0,0,59,42,17,1
0,0,256,1,2,2,43,65,0,0,15,0,0,5,27,0,0,31,44,3,2
0,0,755,1,2,2,125,135,0,1,14,0,0,7,27,0,0,18,40,3,3
0,0,376,5,1,2,33,92,5,0,37,4,2,152,223,0,16,148,111,54,3
0,0,141,1,2,2,26,42,0,0,15,0,0,5,24,0,0,15,49,3,2
0,0,2892,10,29,48,603,570,10,0,375,18,27,727,292,0,30,769,1173,144,3
0,0,513,1,4,5,65,130,1,1,68,1,5,39,32,0,0,158,160,29,0
0,0,395,3,6,6,16,110,0,1,709,1,7,39,283,0,11,72,791,20,2
0,160,2945,13,29,49,149,509,10,1,560,23,26,403,334,0,42,327,1115,335,3
0,0,571,4,4,4,246,430,0,1,24,2,6,42,204,0,8,67,118,17,0
0,0,206,7,0,0,12,73,0,0,23,6,6,43,57,0,0,42,63,11,0
0,0,293,7,3,3,2,67,0,0,20,1,2,23,60,0,55,23,47,9,3
0,0,330,3,3,3,9,14,0,1,14,1,0,18,177,0,8,19,40,10,2
0,0,50,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,224,2,0,2,2,51,3,0,21,2,2,70,49,0,7,79,48,38,3
0,0,919,3,5,5,19,131,0,1,759,1,1,22,290,0,10,48,850,13,2
0,0,48,1,0,0,2,2,0,0,8,0,0,3,21,0,0,9,22,3,1
0,0,874,193,11,18,19,112,2,2,84,0,1,40,56,0,0,67,172,17,0
0,160,682,4,3,4,40,138,2,0,219,5,9,428,237,0,27,143,369,305,3
0,0,2882,11,29,48,551,566,10,0,375,18,26,685,296,0,35,720,1144,143,3
0,3,262,4,4,4,16,27,0,1,21,1,0,23,179,0,8,34,52,10,2
0,0,260,1,2,2,43,65,0,0,15,0,0,5,35,0,0,31,44,3,2
0,0,875,3,5,5,19,120,0,1,682,1,1,22,273,0,10,38,764,13,2
0,0,144,1,2,2,11,61,0,0,15,0,0,33,40,0,0,50,37,3,1
0,0,121,1,3,3,40,56,0,0,14,0,5,18,25,0,0,49,49,9,2
0,0,417,3,5,5,19,121,0,1,678,1,1,22,273,0,10,40,760,13,2
0,0,135,1,2,2,5,26,0,0,14,0,0,7,35,0,0,40,47,3,1
0,0,58,1,3,3,31,35,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,412,3,5,5,17,119,0,1,889,1,1,22,286,0,11,48,979,13,2
0,0,517,1,4,4,117,158,141,0,75,0,6,38,70,2,0,46,126,11,4
0,0,122,1,0,0,36,49,0,0,15,1,0,11,24,0,0,23,41,3,0
0,0,396,11,4,4,29,141,0,4,761,1,8,94,305,0,11,115,828,21,0
0,1,858,4,7,7,295,679,1,6,251,1,3,121,4248,0,10,216,700,18,4
0,0,58,1,2,2,3,9,0,0,8,0,0,3,21,0,0,15,23,3,2
0,19,1035,19,8,12,1515,447,3,3,1381,16,13,1199,342,0,10,1505,2279,43,0
1,4,1397,3,5,5,155,181,1,2,18,0,0,58,382,1,1,97,103,4,4
0,0,36,1,0,0,1,2,0,0,8,0,0,3,21,0,0,11,22,3,0
0,0,55,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,6128,2154,12,4,22,605,846,19,2,977,21,75,959,414,0,63,887,1869,206,3
5,113,1599,34,18,20,280,411,5,9,210,34,57,306,306,6,13,412,705,96,4
0,0,434,3,5,5,19,141,0,1,937,1,1,22,301,0,11,52,1032,13,2
0,0,290,3,5,5,6,146,0,1,729,1,2,44,490,0,10,72,842,25,3
0,0,56,1,3,3,24,28,0,0,8,0,2,10,23,0,0,23,27,6,2
0,3,518,9,6,8,98,169,5,1,35,12,44,233,246,0,21,322,228,58,3
0,0,54,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,710,1,5,8,3,124,3,0,159,2,1,38,36,0,0,83,339,36,3
0,0,536,75,0,6,577,468,8,0,48,5,2,506,160,0,6,635,566,42,3
0,0,411,4,5,5,173,274,0,0,16,3,1,28,90,0,0,43,106,6,0
0,0,47,1,0,0,1,2,0,0,9,0,0,4,21,0,0,15,23,3,0
1,3,1574,1,71,110,3,94,3,4,262,6,1,45,34,0,1,567,470,33,4
0,0,398,3,6,6,17,117,0,1,763,1,7,39,281,0,11,72,849,20,2
0,15,848,8,0,7,241,204,1,5,45,15,0,177,238,1,11,138,129,13,4
0,0,365,3,4,4,36,127,0,1,649,1,0,23,266,0,11,28,712,11,2
0,0,83,1,3,3,26,33,0,0,10,0,3,12,24,0,0,33,32,7,2
0,0,432,3,5,5,19,135,0,1,841,1,1,22,287,0,10,48,930,13,2
0,0,289,3,3,3,9,13,0,1,13,1,0,18,177,0,8,19,38,10,2
0,0,154,1,3,3,16,29,0,0,16,0,0,10,24,0,0,20,38,4,2
0,0,86,1,3,3,26,33,0,0,10,0,3,12,24,0,0,39,32,7,2
0,0,199,2,3,3,18,49,0,0,25,2,0,11,32,0,0,27,59,7,0
0,0,56,1,3,3,24,28,0,0,8,0,3,12,23,0,1,25,28,7,2
0,0,85,0,2,2,45,48,0,0,2,5,0,1,7,0,1,20,50,0,1
0,0,317,4,4,6,230,102,2,0,37,5,6,479,217,0,30,328,227,94,3
0,0,16,0,0,1,0,5,0,0,730,0,0,10,12,0,0,0,755,0,3
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
0,0,876,3,5,5,19,120,0,1,735,1,1,22,281,0,10,38,818,13,2
0,0,277,2,3,3,18,40,0,0,25,2,0,11,32,0,0,27,59,7,0
0,0,61,1,3,3,25,29,0,0,9,0,1,8,23,0,0,27,28,5,2
0,0,418,12,13,16,198,266,1,4,36,4,4,207,82,0,1,227,189,88,0
0,0,41,1,0,0,1,2,0,0,8,0,0,3,21,0,0,15,22,3,4
0,0,89,1,2,2,14,19,0,0,14,0,0,5,21,0,0,15,34,3,2
0,0,1011,4,5,5,58,63,1,1,15,2,0,81,207,0,14,84,75,10,3
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,426,3,6,6,17,114,0,1,838,1,7,39,292,0,11,72,925,20,2
0,0,326,4,3,4,24,42,0,1,19,1,0,22,182,0,9,30,58,10,3
0,0,52,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
1,22,320,2,7,8,29,21,1,0,48,1,12,161,38,0,5,93,117,29,3
0,0,138,1,2,2,1,5,0,0,10,10,0,23,28,0,0,30,27,39,1
2,18,712,7,13,14,197,239,4,4,60,9,22,211,91,1,3,173,244,34,4
0,0,161,1,2,2,15,25,0,0,30,0,0,5,24,0,1,21,55,3,2
0,0,168,1,3,3,1,5,0,0,8,0,0,6,23,0,0,29,25,4,1
0,0,88,1,2,2,14,19,0,0,14,0,0,5,21,0,0,15,34,3,2
0,0,160,1,3,3,53,82,1,0,16,0,0,18,27,0,0,33,53,3,1
0,0,225,1,3,3,6,25,0,0,10,0,13,13895,58,0,0,59,42,17,1
0,0,53,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,292,3,3,3,9,14,0,1,14,1,0,18,177,0,8,19,40,10,2
0,0,316,4,3,5,230,105,2,0,38,5,6,480,218,0,29,325,228,93,3
0,0,311,3,6,6,53,65,0,2,17,1,0,27,177,0,8,22,52,10,3
1,7,702,15,8,8,707,393,1,3,25,47,26,554,40,11,1,661,673,32,4
0,0,52,1,3,3,22,26,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,108,1,2,2,29,48,0,0,14,0,0,7,27,0,0,22,43,3,1
0,0,238,2,4,4,55,110,0,0,15,1,1,48,66,0,0,79,55,12,0
0,0,66,1,3,3,24,31,0,0,10,0,2,10,24,0,0,29,31,6,2
0,0,54,1,3,3,24,28,0,0,8,0,2,10,23,0,0,23,27,6,2
2,13,814,8,8,12,145,173,0,2,47,3,13,47,43,1,1,77,96,19,4
0,0,259,1,3,3,616,253,1,0,252,0,0,393,31,0,0,476,773,3,1
0,0,399,3,6,6,17,119,0,1,682,1,7,39,283,0,11,62,763,20,2
0,0,50,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,101,2,3,3,25,38,0,0,10,0,3,17,26,0,0,37,33,8,2
0,0,416,3,5,5,19,140,0,1,853,1,1,22,290,0,11,48,947,13,2
0,0,140,1,9,10,46,60,0,0,14,0,2,17,27,0,0,25,38,10,4
0,0,434,1,2,2,215,250,0,0,26,0,0,5,29,0,0,45,58,3,1
0,0,170,1,3,3,5,18,0,0,16,0,0,8,33,0,0,74,40,4,1
0,0,198,1,2,2,41,49,0,0,9,0,0,5,29,0,0,30,25,3,1
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,154,1,3,3,16,27,0,0,16,0,0,10,28,0,0,20,38,4,2
0,0,192,1,2,2,5,16,0,0,16,0,0,5,26,0,0,21,38,3,1
0,0,54,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,264,3,5,7,59,96,3,1,32,5,1,58,51,0,0,89,115,13,0
0,0,22,1,0,0,1,2,0,0,8,0,0,3,21,0,0,11,22,3,1
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
1,18,1364,19,14,49,33,606,4,3,1439,18,17,190,778,0,14,162,1823,45,4
0,0,119,1,2,2,49,65,0,0,14,0,0,7,23,0,0,24,41,3,2
0,31,1176,3,11,16,106,120,2,1,45,0,12,127,74,0,3,80,169,8,4
0,0,922,3,8,10,46,161,2,0,127,0,10,43,39,0,0,92,274,37,3
0,0,206,2,3,3,18,49,0,0,25,2,0,11,32,0,0,27,59,7,0
0,0,70,1,3,3,20,27,0,0,10,0,3,12,24,0,0,33,32,7,2
0,0,2894,11,29,48,538,560,10,0,375,18,29,681,296,0,26,711,1140,146,3
0,0,109,1,2,2,28,48,0,0,14,0,0,7,31,0,0,22,41,3,1
0,0,364,3,5,5,88,317,0,1,804,1,0,22,352,1,11,26,911,10,4
1,0,290,8,0,1,216,98,1,0,13,4,1,206,66,0,0,210,149,4,4
0,0,334,3,9,9,7,257,0,2,747,1,2,50,757,0,11,79,893,16,3
0,0,2549,12,25,42,535,497,8,0,309,15,25,633,279,0,25,676,999,117,3
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,145,1,2,2,11,61,0,0,15,0,0,33,40,0,0,50,37,3,1
0,0,943,3,5,5,19,129,0,1,736,1,1,22,284,0,10,38,820,13,2
0,0,249,1,3,3,29,39,0,0,15,0,0,75,56,0,0,81,44,3,1
1,11,718,4,10,10,197,142,1,4,38,2,7,182,274,0,11,236,173,30,4
0,0,329,1,4,5,6,55,1,0,64,0,0,12,31,0,0,52,139,14,1
0,0,149,1,3,3,1,21,0,0,50,0,0,6,45,0,0,31,77,4,1
0,0,46,1,0,1,56,36,1,0,10,1,0,60,21,0,0,72,81,15,3
0,0,151,1,3,3,56,46,1,0,18,0,0,27,30,0,0,56,62,3,1
2,4,398,12,10,13,312,212,1,1,23,15,23,252,41,4,1,310,326,31,4
0,0,526,5,5,5,54223,257,1,0,16,3,8,82,53,0,0,147,109,18,0
1,31,1520,10,17,18,246,282,5,13,68,14,22,222,203,2,15,182,234,46,4
0,0,342,3,6,6,25,89,0,2,494,1,5,39,253,0,11,81,564,19,2
0,0,161,1,3,3,56,46,1,0,18,0,0,27,30,0,0,56,62,3,1
3,37,1157,72,19,22,188,350,4,5,82,11,47,290,173,1,6,199,235,57,4
0,0,488,5,10,12,86,312,0,2,993,6,7,90,943,0,11,130,1237,41,0
0,0,118,1,2,2,49,65,0,0,14,0,0,7,23,0,0,24,41,3,2
0,0,298,3,5,5,6,147,0,1,784,1,2,44,493,0,10,72,898,25,3
0,0,237,1,3,3,6,25,0,0,10,0,13,14232,58,0,0,59,42,17,1
0,0,158,2,3,3,1,2,0,0,10,1,0,7,26,0,0,17,33,3,3
0,303,1083,9,8,26,80,237,22,0,399,6,2,138,142,0,8,181,772,24,3
0,1796,949,7,0,19,115,189,21,0,156,2,0,133,137,0,16,170,467,35,3
1,0,159,4,3,3,1,11,0,0,9,6,6,23,27,2,0,20,34,10,4
0,0,56,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
0,0,27,1,0,1,16,5,1,0,10,1,0,20,21,0,0,32,41,15,3
0,0,57,1,0,1,82,49,1,0,10,1,0,86,21,0,0,98,107,15,3
1,14,580,6,11,12,155,160,4,3,54,5,15,85,58,0,2,105,188,23,4
0,0,346,3,4,4,36,127,0,1,667,1,0,23,270,0,11,28,728,11,2
0,0,173,1,3,3,11,18,0,0,15,0,0,73,58,0,0,73,43,3,1
0,0,1198,17,14,21,76,306,5,3,210,2,12,156,89,0,2,188,516,90,0
0,0,306,7,9,12,145,242,0,0,25,8,12,94,73,0,0,85,92,35,0
0,20,526,14,7,10,45,208,0,1,45,16,11,133,253,0,9,110,134,30,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,2
0,0,1023,7,12,13,48,118,2,1,711,5,3,87,426,0,10,141,875,44,3
0,0,377,3,3,3,9,13,0,1,13,1,0,18,177,0,8,19,38,10,2
0,0,94,1,2,2,19,28,0,0,14,0,0,7,23,0,0,16,34,3,2
0,0,1493,18,11,19,110,348,6,6,270,7,28,266,95,0,3,357,712,137,0
3,16,853,16,11,12,148,156,4,2,55,13,26,216,64,0,3,151,227,35,4
3,21,1067,34,6,11,58,358,6,5,168,21,10,110,371,0,14,117,291,39,4
0,0,289,3,5,5,6,146,0,1,784,1,2,44,493,0,10,72,898,25,3
2,17,1581,16,8,9,192,385,2,4,106,6,24,177,69,0,3,211,360,47,4
0,0,94,2,3,3,1,2,0,0,8,1,0,4,21,0,0,11,23,3,3
0,0,101,1,2,2,17,21,0,0,14,0,0,5,22,0,0,15,34,3,2
0,0,55,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,91,0,2,2,45,48,0,0,2,5,0,1,15,0,1,20,50,0,2
0,0,53,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,368,4,4,5,33,51,0,1,19,1,0,24,186,0,9,30,58,13,3
12,91,1837,73,18,20,891,565,36,9,1064,38,97,904,538,0,24,996,1882,149,4
0,0,352,3,3,3,9,13,0,1,13,1,0,18,177,0,8,19,37,10,2
0,0,90,2,3,3,28,41,0,0,10,0,2,15,26,0,0,35,32,7,2
0,0,130,1,0,0,2,23,3,0,10,0,0,18,27,0,2,22,25,11,3
0,0,56,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,51,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,155,1,3,3,3,23,0,2,16,0,1,10,35,0,0,36,41,5,2
0,0,133,2,3,3,12,22,0,0,9,2,0,11,33,0,0,20,28,5,0
0,0,355,4,10,13,72,141,0,0,20,5,4,60,58,0,0,67,73,24,0
0,0,255,1,2,2,43,61,0,0,15,0,0,5,27,0,0,31,44,3,2
0,0,153,1,3,3,16,27,0,0,16,0,0,10,24,0,0,20,38,4,2
3,22,2283,11,15,19,244,249,6,6,39,9,20,260,72,0,6,199,248,43,4
0,0,262,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,0,199,1,3,3,43,30,1,0,17,0,0,27,29,0,0,55,59,3,2
1,14,812,19,17,43,196,581,2,4,2523,16,6,252,1069,0,15,395,2946,44,4
0,0,377,3,5,5,18,141,0,1,760,1,1,32,301,0,12,44,836,13,2
0,0,56,1,0,0,1,2,0,0,9,0,0,3,21,0,0,11,24,3,1
0,0,50,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,169,1,3,3,5,18,0,0,16,0,0,8,33,0,0,74,40,4,1
1,15,385,11,10,11,92,142,5,0,53,16,49,204,77,0,3,180,222,59,4
0,0,407,4,3,3,58,75,0,1,18,1,0,20,188,0,9,30,54,10,3
0,160,2970,13,29,49,149,503,10,1,556,22,29,387,332,0,33,316,1111,338,3
0,0,1797,1,0,1,1,41,1,0,61,0,0,9,25,0,0,35,128,13,3
0,0,53,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,471,3,4,4,95,76,1,1,15,4,0,36,24,0,0,52,71,4,4
0,0,315,3,6,6,16,78,0,2,567,1,5,38,244,0,11,76,631,19,2
0,0,961,10,15,19,54,238,3,1,770,13,3,132,320,0,11,170,975,110,0
0,0,427,5,1,2,72,105,5,0,45,5,2,179,226,0,23,190,144,54,3
0,0,144,2,3,3,4,5,0,0,10,1,0,6,27,0,0,17,30,3,3
0,0,130,1,3,3,29,54,0,0,14,0,0,14,28,0,0,31,44,4,2
0,0,251,1,2,2,43,61,0,0,15,0,0,5,27,0,0,31,44,3,2
0,0,52,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,168,1,3,3,5,18,0,0,16,0,0,8,33,0,0,74,40,4,1
0,0,161,1,2,2,15,25,0,0,30,0,0,5,24,0,0,21,55,3,2
1,0,307,4,5,5,104,70,1,1,16,2,3,74,29,1,0,96,112,7,4
0,0,637,15,10,12,58,188,0,1,1274,10,5,100,341,0,11,148,1409,41,0
0,0,154,1,2,2,15,25,0,0,15,0,0,5,27,0,0,21,37,3,2
0,0,16,0,0,1,0,5,0,0,658,0,0,9,11,0,0,0,680,0,3
0,0,428,4,3,3,75,101,0,1,18,1,0,20,188,0,9,34,55,10,3
0,0,57,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,2751,9,6,7,11,87,1,1,125,3,2,53,378,0,10,92,231,31,4
1,11,326,7,10,11,3,33,3,0,39,6,14,112,50,0,2,45,113,20,4
0,0,109,1,2,2,29,48,0,0,14,0,0,7,27,0,0,22,43,3,1
0,26,926,123,51,55,73,244,2,2,38,5,52,473,174,0,14,246,257,72,4
0,0,16,0,0,1,0,5,0,0,797,0,0,11,13,0,0,0,820,0,3
0,0,115,2,3,3,2,29,0,0,9,0,1,14,57,0,0,35,28,7,1
0,0,334,1,0,0,53,511,0,0,63,0,0,65,161,0,0,244,79,3,1
0,0,48,1,0,1,56,36,1,0,10,1,0,60,21,0,0,72,81,15,3
0,0,55,1,3,3,27,31,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,56,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,200,1,0,0,43,78,0,0,15,2,0,21,34,0,0,38,42,3,0
0,0,133,1,2,2,1,5,0,0,10,0,0,13,28,0,0,26,27,19,1
0,0,267,4,4,4,65,158,0,1,15,4,2,66,59,0,0,85,88,10,0
0,0,6208,37,26,39,100,461,5,1,376,31,51,356,299,2,13,5990,1175,140,3
0,0,173,2,2,2,31,45,0,0,35,0,0,9,29,0,0,21,61,3,2
0,0,232,3,3,3,20,44,0,1,19,1,0,28,189,0,8,47,57,10,2
0,0,253,1,2,2,43,65,0,0,15,0,0,5,27,0,0,31,44,3,2
0,0,2901,11,29,48,564,565,10,0,375,17,29,701,300,0,27,735,1154,146,3
0,0,311,4,4,4,66,60,1,1,19,2,0,48,191,0,8,59,86,10,0
0,0,252,1,2,2,43,65,0,0,15,0,0,5,27,0,0,31,44,3,2
0,0,80,2,3,3,26,39,0,0,10,0,3,17,26,0,0,37,33,8,2
1,8,984,27,10,10,385,262,1,5,26,16,28,320,80,0,2,435,376,44,4
0,0,386,3,3,3,9,14,0,1,14,1,0,18,177,0,8,19,40,10,2
0,0,440,1,2,2,215,253,0,0,26,0,0,5,29,0,0,45,58,3,1
0,0,401,5,1,2,33,92,5,0,45,5,2,148,222,0,23,149,121,52,3
0,0,3111,3,12,17,375,251,1,0,4852,7,9,99,52,0,3,94,5638,12153,3
3,39,2007,192,42,59,826,887,15,2,126,22,80,1275,545,4,18,869,913,146,4
0,0,314,4,1,3,230,102,2,0,30,4,5,476,221,0,22,328,212,90,3
0,0,260,1,2,2,18,22,0,0,14,0,0,5,26,0,0,17,42,3,2
0,160,3170,12,30,61,175,603,30,0,970,21,34,507,442,0,37,361,1693,376,3
0,0,464,1,0,0,9,24,0,0,22,0,0,5,21,0,0,18,50,3,4
3,131,1020,40,14,16,224,424,6,11,164,12,45,308,199,0,9,418,459,81,4
1,9,1162,18,19,22,28,125,3,1,108,14,15,92,222,0,10,87,252,54,4
0,0,391,3,10,10,86,520,10,1,997,1,5,73,1076,0,11,232,1281,20,4
3,17,1066,31,16,18,556,789,5,1,181,27,25,382,621,1,14,536,575,60,4
0,0,154,1,2,2,15,25,0,0,15,0,0,5,27,0,0,21,37,3,2
0,0,330,1,4,5,6,55,1,0,64,0,0,12,31,0,0,52,139,14,1
0,0,297,3,5,5,7,152,0,1,799,1,2,44,484,0,10,72,912,25,3
0,0,272,3,4,4,33,83,0,1,596,1,0,23,244,0,10,36,647,11,1
1,0,394,6,9,9,159,1015,1,2,1031,4,5,89,635,0,12,157,1227,20,4
0,0,201,1,2,2,21,40,0,0,16,0,0,20,46,0,0,32,58,31,1
0,160,3996,12,36,66,225,620,12,0,491,22,42,781,344,0,56,501,1258,416,3
0,0,119,1,2,2,49,65,0,0,14,0,0,7,23,0,0,24,41,3,2
0,0,54,1,3,3,24,28,0,0,8,0,3,12,23,0,0,25,28,7,2
0,0,68,1,3,3,36,43,0,0,10,0,2,10,24,0,0,29,31,6,2
0,0,271,3,6,6,15,58,0,1,506,1,2,46,256,0,11,70,571,13,2
0,0,283,7,9,11,59,112,1,0,31,11,13,102,57,0,0,76,109,44,0
0,0,172,3,4,4,23,64,0,0,52,2,2,36,54,0,0,42,85,13,0
0,0,411,3,5,5,17,126,0,1,782,1,1,22,286,0,11,48,869,13,2
0,0,211,1,3,3,6,25,0,0,10,0,13,13981,58,0,0,59,42,17,1
0,0,59,1,0,1,88,52,1,0,10,1,0,92,21,0,0,104,113,15,3
0,0,262,1,2,2,43,61,0,0,15,0,0,5,27,0,0,31,44,3,2
0,0,342,3,4,4,28,101,0,2,590,1,0,22,275,0,10,30,657,10,2
0,0,295,3,5,5,27,74,0,4,674,1,3,50,302,0,10,83,748,30,1
0,0,398,3,5,5,17,125,0,1,859,1,1,22,297,0,11,48,947,13,2
1,140,2286,18,10,15,889,571,19,10,100,3,89,652,139,0,3,562,649,117,4
0,0,229,1,2,2,25,37,0,0,16,0,0,7,33,0,0,48,37,3,1
0,0,52,1,3,3,24,28,0,0,8,0,1,8,23,0,0,21,26,5,2
0,0,826,3,2,3,67,168,1,2,80,2,0,10,39,0,0,63,163,11,3
0,0,887,3,5,5,16,99,0,1,774,1,1,22,286,0,10,38,851,13,2
1,0,168,3,5,5,38,18,1,0,11,2,6,54,28,0,0,65,72,10,4
0,0,161,1,2,2,15,25,0,0,30,0,0,5,24,0,1,21,55,3,2
0,0,162,1,2,2,15,25,0,0,30,0,0,5,28,0,0,21,55,3,2
0,0,76,1,0,0,1,8,0,0,8,0,0,3,25,0,0,13,22,3,3
0,0,368,3,6,6,81,401,0,4,1382,8,2,47,745,0,11,99,1659,23,0
0,0,200,7,3,3,31,45,0,0,45,0,0,10,36,0,0,22,74,4,2
6,108,3434,100,26,128,1979,1643,11,66,335,33,172,1689,289,3,20,1762,1969,277,4
0,10,879,32,15,17,160,333,2,6,418,13,2,148,677,0,17,211,634,29,4
0,0,1535,3,7,9,43,158,2,0,123,2,11,39,40,0,0,89,265,38,3
0,0,366,7,8,11,211,202,3,0,41,8,4,224,85,0,10,382,220,25,3
2,14,1107,47,11,12,394,542,2,4,1790,33,20,325,909,4,15,443,2273,54,4
0,0,93,1,3,3,26,33,0,0,10,0,3,12,24,0,0,39,32,7,2
